mmsi,imo,vessel_name,year_of_build,flag,dwt,teu_capacity,draft,loa,lbp,breadth_extreme,breadth_moulded,vessel_type
374291000,9742417,Franbo Logic,2016.0,PAN,16969.0,212.0,9.62,131.66,122.0,,23.0,general cargo with container capacity
441040000,9738765,Sunny Rose,2015.0,KOR,12419.0,1000.0,8.22,137.68,129.5,,25.0,fully cellular containership
636023142,9744673,Victoria Fortune,2016.0,LBR,23512.0,1700.0,9.5,169.96,159.56,,28.1,fully cellular containership
563024600,9743473,MIMMI Schulte,2017.0,SGP,30205.0,2555.0,10.5,188.85,180.2,,30.4,fully cellular containership
563133800,9744659,Hai Yun,2015.0,SGP,23519.0,1700.0,9.5,169.85,159.58,,28.1,fully cellular containership
563024800,9743497,Matthew Schulte,2019.0,SGP,30350.0,2555.0,10.5,188.85,180.2,,30.4,fully cellular containership
563131700,9744685,Tiger Plata,2016.0,SGP,23491.0,1700.0,9.5,169.98,159.6,,28.11,fully cellular containership
636023143,9744661,Andrei Titov,2016.0,LBR,23477.0,1700.0,9.5,169.99,159.54,,28.1,fully cellular containership
563024700,9743485,Molly Schulte,2018.0,SGP,30263.0,2555.0,10.5,188.87,180.2,,30.4,fully cellular containership
563024900,9743502,Magdalena Schulte,2019.0,SGP,30350.0,2555.0,10.5,188.85,180.2,,30.4,fully cellular containership
248659000,9745500,CMA CGM Pregolia,2018.0,MLT,34350.0,2500.0,11.5,195.0,185.0,,32.2,fully cellular containership
248655000,9745550,CMA CGM Louga,2018.0,MLT,34694.0,2500.0,11.5,195.1,184.9,,32.2,fully cellular containership
248660000,9745548,CMA CGM Neva,2018.0,MLT,34350.0,2500.0,11.5,195.0,185.0,,32.2,fully cellular containership
412471220,,Jian Gong 313,,CHN,,,,50.0,,15.0,,general cargo with container capacity
205525490,,Nero,2013.0,BEL,,,2.3,,,6.0,,general cargo with container capacity
413457630,9745976,Xin Ming Zhou 70,2016.0,CHN,34000.0,2400.0,10.7,180.0,177.0,,32.2,fully cellular containership
305535000,9741126,Zea Servant,2018.0,ATG,12300.0,942.0,8.1,144.7,,,22.8,general cargo with container capacity
636093060,9741140,Bruce,2016.0,LBR,12300.0,838.0,8.1,144.7,140.0,,22.8,general cargo with container capacity
273413440,9743033,Sparta IV,2018.0,RUS,8624.0,630.0,7.2,122.2,116.0,19.8,19.8,general cargo with container capacity
413458550,9745988,Xin Ming Zhou 72,2016.0,CHN,34000.0,2400.0,10.5,180.0,177.0,,32.2,fully cellular containership
413458850,9745990,Xin Ming Zhou 76,2017.0,CHN,34000.0,2400.0,10.5,180.0,,,32.2,fully cellular containership
636017392,9741138,Industrial Skipper,2016.0,LBR,12329.0,942.0,8.1,147.0,,,22.8,general cargo with container capacity
636017393,9741152,Industrial Swift,2017.0,LBR,12337.0,942.0,11.55,147.0,140.0,,22.8,general cargo with container capacity
325111400,9743045,Pacific Venture,2016.0,DMA,8825.0,630.0,7.3,122.2,116.0,,19.8,general cargo with container capacity
413990116,,Zhi Hang 318,,CHN,,,,,,,,general cargo with container capacity
255806507,9720201,MSC Domitille,2015.0,PRT,110699.0,9400.0,16.15,299.93,283.3,48.2,48.2,fully cellular containership
255805868,9745665,MSC Desiree,2017.0,PRT,109801.0,9408.0,16.0,299.92,286.4,,48.2,fully cellular containership
255805867,9745653,MSC Romane,2017.0,PMD,109802.0,9400.0,16.0,299.9,286.4,,48.2,fully cellular containership
255806520,9720196,MSC Giselle,2015.0,PMD,110412.0,9400.0,16.15,299.82,283.3,,48.2,fully cellular containership
563286600,9727871,Maersk Guayaquil,2015.0,SGP,119359.0,10100.0,15.52,337.0,321.78,48.33,48.2,fully cellular containership
413479040,,Hui Jin Qiao 219,,CHN,,,4.9,92.0,,16.0,,general cargo with container capacity
413455950,9736389,Xin Ming Zhou 22,2015.0,CHN,12574.0,1042.0,7.4,143.2,133.4,,22.6,fully cellular containership
374431000,9748394,Sunny Clover,2016.0,PAN,12419.0,1000.0,8.22,137.68,129.5,,25.0,fully cellular containership
413456130,9736432,Xin Ming Zhou 26,2015.0,CHN,12594.0,1042.0,7.4,143.2,133.4,,22.6,fully cellular containership
372570000,9748411,Sunny Lavender,2016.0,PAN,12419.0,1000.0,8.22,137.68,129.5,,25.0,fully cellular containership
412474750,,Zhi Hang 828,,CHN,,,,,,,,fully cellular containership
413906345,,Yue Xiang 36,2014.0,CHN,,,4.6,60.0,,16.0,,general cargo with container capacity
413958956,,Jin Long 89,,CHN,,,4.2,,,,,general cargo with container capacity
413479270,,Hong Tai 61,,CHN,,,4.2,80.0,,15.0,,general cargo with container capacity
256703000,9751107,Gemlik Express,2017.0,MLT,36992.0,2586.0,11.0,185.97,176.95,,35.2,fully cellular containership
477692700,9751755,New Mingzhou 68,2017.0,HKG,13266.0,1098.0,7.3,147.9,139.6,,23.25,fully cellular containership
440375000,9749116,Pancon Victory,2016.0,KOR,12631.0,1009.0,8.36,137.8,136.1,,22.7,fully cellular containership
440550000,9749128,Pancon Sunshine,2016.0,KOR,12664.0,1009.0,8.36,148.27,136.1,,22.7,fully cellular containership
477439900,9751743,New Mingzhou 66,2016.0,HKG,13273.0,1100.0,7.3,147.9,139.6,,23.25,fully cellular containership
,9751092,Aliaga Express,2017.0,TUR,36974.0,2586.0,11.0,186.02,177.0,,35.2,fully cellular containership
567001570,9704568,NP Lovegistics 1,2013.0,THA,,200.0,,60.0,,18.0,,fully cellular containership
244463000,9749099,Nordic Gloria,2015.0,NLD,4700.0,370.0,6.6,89.98,,15.2,15.2,general cargo with container capacity
567001710,9748629,NP Lovegistics 3,2013.0,THA,,,,,,,,fully cellular containership
,5074460,Parana Express,1963.0,PRY,3643.0,,4.2,104.09,100.1,17.84,17.84,general cargo with container capacity
413906585,,Nan Gang 20,,CHN,,,3.3,65.0,,9.0,,general cargo with container capacity
212792000,9754422,Freyja W,2018.0,CYP,12245.0,813.0,8.05,137.95,130.97,22.0,21.41,general cargo with container capacity
209078000,9754410,Frigg W.,2017.0,CYP,12247.0,813.0,8.05,137.95,130.95,21.65,21.4,general cargo with container capacity
209318000,9754446,Sigyn W,2018.0,CYP,12000.0,813.0,8.05,137.93,130.94,21.65,21.4,general cargo with container capacity
209190000,9754434,Sif W,2018.0,CYP,12237.0,813.0,8.1,137.93,130.94,22.0,21.4,general cargo with container capacity
636017435,9755957,MSC Eloane,2016.0,LBR,201792.0,19197.0,16.99,400.0,382.99,58.85,58.8,fully cellular containership
636017433,9755933,MSC Diana,2016.0,LBR,202036.0,19200.0,14.5,399.99,382.96,58.84,58.8,fully cellular containership
636017577,9754965,MSC Reef,2016.0,LBR,200148.0,11258.0,14.5,398.45,382.4,,59.0,fully cellular containership
636017434,9755945,MSC Ingy,2016.0,LBR,202347.0,19200.0,14.5,399.97,383.01,58.84,58.8,fully cellular containership
636017726,9755191,MSC Erica,2016.0,LBR,200148.0,19170.0,14.5,398.5,382.4,59.0,59.0,fully cellular containership
636017569,9754953,MSC Ditte,2016.0,LBR,200148.0,19224.0,14.5,398.4,382.4,,59.0,fully cellular containership
440366000,9754795,Star Voyager,2016.0,KOR,12402.0,1000.0,8.21,141.0,132.0,,24.8,fully cellular containership
440401000,9754783,Star Challenger,2016.0,KOR,12383.0,1000.0,8.21,141.0,132.0,,24.8,fully cellular containership
412704320,,Yi Cheng 2,,CHN,,,5.0,147.0,,20.0,,general cargo with container capacity
477181900,9754769,Glory Shanghai,2015.0,HKG,12419.0,1003.0,8.21,141.0,132.0,,24.8,fully cellular containership
563226200,9757228,YM Warranty,2019.0,SGP,145500.0,14220.0,15.5,365.9,350.0,,51.2,fully cellular containership
353997000,9757204,One Monaco,2018.0,PAN,147021.0,13870.0,15.52,365.94,350.0,,51.2,fully cellular containership
371076000,9757187,One Milano,2018.0,PAN,146931.0,13870.0,15.5,365.9,350.0,,51.2,fully cellular containership
636023582,9757216,YM Wisdom,2019.0,LBR,146749.0,14000.0,14.0,366.47,350.0,51.34,51.2,fully cellular containership
636023250,9757230,YM Wellspring,2019.0,LBR,146749.0,14220.0,15.5,365.9,350.0,51.34,51.2,fully cellular containership
477347200,9754771,Glory Tianjin,2015.0,HKG,12402.0,1000.0,8.21,141.0,132.0,,24.8,fully cellular containership
477166600,9757876,COSCO Shipping Denali,2018.0,HKG,153949.0,14568.0,14.0,366.0,350.5,,51.2,fully cellular containership
477148700,9757864,COSCO Shipping Alps,2018.0,HKG,153679.0,14568.0,15.5,366.0,350.5,51.3,51.2,fully cellular containership
477100300,9757840,COSCO Shipping Himalayas,2017.0,HKG,153812.0,14500.0,15.5,366.0,350.5,51.27,51.2,fully cellular containership
477194600,9757888,COSCO Shipping Andes,2018.0,HKG,153987.0,14568.0,15.5,366.0,350.5,51.29,51.2,fully cellular containership
477139900,9757852,COSCO Shipping Kilimanjaro,2017.0,HKG,153745.0,14500.0,14.0,366.0,350.5,,51.2,fully cellular containership
413465330,,Hui Hai Long 06,,CHN,,,2.7,50.0,,14.0,,general cargo with container capacity
538009520,9757541,TS Kwangyang,2018.0,MHL,23436.0,1756.0,9.5,169.99,161.58,,28.1,fully cellular containership
563115100,9757565,Interasia Vision,2020.0,SGP,23800.0,1700.0,9.5,169.99,159.58,,28.1,fully cellular containership
477348700,9757321,New Mingzhou 60,2016.0,HKG,13295.0,1098.0,7.3,147.9,139.6,,23.25,fully cellular containership
563114100,9757553,Interasia Pursuit,2020.0,SGP,23400.0,1700.0,9.5,169.99,159.58,,28.1,fully cellular containership
477915200,9757319,New Mingzhou 28,2016.0,HKG,13281.0,1098.0,7.3,147.9,139.6,,23.25,fully cellular containership
412000009,3247661,Aceg,2014.0,CHN,,,12.0,35.0,,7.0,,general cargo with container capacity
413469860,,Guang Xing 188,,CHN,,,,69.0,,16.0,,general cargo with container capacity
413819435,,Zhong Cheng 16,2014.0,CHN,,,,77.0,,16.0,,general cargo with container capacity
413980449,,Yue Hang 389,,CHN,,,,49.0,,16.0,,general cargo with container capacity
413820641,,Chang Hong Ji 918,2014.0,CHN,,,,70.0,,13.0,,general cargo with container capacity
413901056,,Hong An Tai 158,,CHN,,,,50.0,,16.0,,general cargo with container capacity
413827535,,De Jin 8,,CHN,,,,77.0,,16.0,,general cargo with container capacity
413850239,,Hong Wang Ji 18,,CHN,,,,92.0,,16.0,,general cargo with container capacity
413819603,,Zhong Cheng 19,,CHN,,,,77.0,,16.0,,general cargo with container capacity
413824731,,Bao Jie Sheng Hao,2014.0,CHN,,,3.9,93.0,,18.0,,general cargo with container capacity
413900972,,Hai Long 668,,CHN,,,,49.0,,13.0,,general cargo with container capacity
413801441,,Wan Tong Da 99,,CHN,,,,80.0,,16.0,,general cargo with container capacity
413773301,,Run Fa Chang Hong,,CHN,,,,73.0,,13.0,,general cargo with container capacity
413900697,,Guan Hai An 823,,CHN,,,,47.0,,16.0,,general cargo with container capacity
413790303,,Han Sheng 006,2013.0,CHN,,,,78.0,,13.0,,general cargo with container capacity
413800826,,Tai Zun 38,,CHN,,,,50.0,,11.0,,general cargo with container capacity
413814573,,Xu Tong Ji 18,2014.0,CHN,,,,73.0,,13.0,,general cargo with container capacity
245347000,9466051,Azoresborg,2010.0,NLD,17407.0,959.0,9.69,143.0,132.0,21.75,21.5,general cargo with container capacity
246719000,9466295,Arubaborg,2010.0,NLD,17407.0,959.0,9.69,143.0,132.0,,21.5,general cargo with container capacity
246519000,9466300,Albanyborg,2010.0,NLD,17294.0,959.0,9.69,143.0,132.0,21.5,21.5,general cargo with container capacity
413819474,,De Jin 5,,CHN,,,,77.0,,16.0,,general cargo with container capacity
538007157,9760304,Inspire,2016.0,MHL,21788.0,1785.0,9.77,172.2,163.0,,27.5,fully cellular containership
440046000,9760299,Heung-A Ho Chi Minh,2016.0,KOR,21773.0,1800.0,9.77,172.2,163.0,,27.5,fully cellular containership
440395000,9760287,Heung-A Bangkok,2016.0,KOR,21797.0,1800.0,9.77,164.35,163.0,,27.5,fully cellular containership
413850384,,Wan Li Zhou 998,,CHN,,,4.6,,,,,general cargo with container capacity
413803328,,Susuhuo 416,2014.0,CHN,,,,37.0,,7.0,,general cargo with container capacity
413850837,,Wan Li Zhou 988,,CHN,,,,80.0,,13.0,,general cargo with container capacity
413801086,,Zhong Tai 9,,CHN,,,,99.0,,16.0,,general cargo with container capacity
636018106,9756731,MSC Carlotta,2017.0,LBR,120500.0,11500.0,16.0,314.36,300.85,,48.2,fully cellular containership
636018068,9756729,MSC Avni,2017.0,LBR,120500.0,11500.0,16.0,314.31,300.85,,48.2,fully cellular containership
605086020,9760615,Tamanrasset,2017.0,DZA,23365.0,1700.0,9.5,169.96,159.58,,28.1,fully cellular containership
256142000,9760627,CNC Uranus,2017.0,MLT,23367.0,1700.0,9.5,169.98,159.59,,28.1,fully cellular containership
477654500,9760598,Mount Cameron,2016.0,HKG,23504.0,1730.0,9.5,169.96,159.51,,28.1,fully cellular containership
256143000,9760586,CNC Pluto,2016.0,MLT,23554.0,1730.0,9.5,169.98,159.59,,28.1,fully cellular containership
563156200,9760639,X- Press Dhaulagiri,2017.0,SGP,23504.0,1730.0,9.5,169.96,159.59,,28.1,fully cellular containership
369558000,9760603,APL Eagle,2016.0,USA,23344.0,1730.0,9.5,169.96,159.53,,28.1,fully cellular containership
,7326192,Chun Lin,1973.0,CHN,13430.0,73.0,9.43,160.0,148.0,21.79,21.79,general cargo with container capacity
412326380,7818523,Jin Qiang Fa,1979.0,CHN,4457.0,312.0,5.2,100.0,89.0,15.71,15.71,general cargo with container capacity
412475670,,Zhong Hang 908,,CHN,,,,50.0,,16.0,,general cargo with container capacity
412469940,,MING HANG 136,,CHN,,,,,,,,general cargo with container capacity
636092898,9718935,CCNI Andes,2015.0,LBR,113073.0,9030.0,14.5,299.97,286.0,,48.21,fully cellular containership
413775225,,Chonglunji 3017,,CHN,,,,110.0,,18.0,,general cargo with container capacity
413906455,,Yue Wan Tong 358,,CHN,,,4.2,60.0,,16.0,,general cargo with container capacity
636017867,9762340,MSC Tina,2017.0,LBR,200148.0,19170.0,14.5,398.4,382.4,,59.0,fully cellular containership
477181500,9760914,Deryoung Sunnysky,2015.0,HKG,11225.0,66.0,8.66,116.95,109.0,,19.6,general cargo with container capacity
636017516,9762338,MSC Mirja,2016.0,LBR,200148.0,19224.0,14.5,398.45,382.42,59.0,59.0,fully cellular containership
563156600,9761011,Maersk Nusantara,2016.0,SGP,37056.0,1700.0,14.2,185.98,176.91,,35.2,fully cellular containership
563192800,9761449,Piya Bhum,2016.0,SGP,21785.0,1700.0,9.5,172.0,161.8,,27.4,fully cellular containership
563156700,9761023,Maersk Chattogram,2016.0,SGP,37157.0,2548.0,14.2,185.97,176.96,,35.19,fully cellular containership
636017506,9762326,MSC Jade,2016.0,LBR,200148.0,19170.0,14.5,398.45,382.39,,58.99,fully cellular containership
413827573,,Wu Jia Zui Ji 19,2014.0,CHN,,,,83.0,,16.0,,general cargo with container capacity
,8647309,Persada - X,1994.0,IDN,,,,,70.15,,11.5,general cargo with container capacity
352004027,9754733,Meratus Gowa,2014.0,PAN,17824.0,1113.0,8.1,158.43,149.5,,22.6,fully cellular containership
,7811446,Hasan Sisik,1979.0,UNK,2542.0,180.0,4.2,93.9,87.2,14.8,14.8,roll on roll off with container capacity
232061014,9763710,CMA CGM Hamlet,2016.0,GBR,24700.0,1900.0,9.5,177.56,169.53,30.55,30.5,fully cellular containership
232060070,9763722,CMA CGM Agatha,2016.0,GBR,24413.0,1924.0,9.5,177.53,169.5,30.54,30.49,fully cellular containership
431006049,9790593,Futaba,2014.0,JPN,1780.0,,3.56,94.0,,14.0,14.0,general cargo with container capacity
,6828155,Sulpicio Container IX,1968.0,PHL,1787.0,60.0,4.8,68.15,63.5,10.6,10.6,general cargo with container capacity
413364890,,Run Fa Chang Qing,,CHN,,,3.8,114.0,,21.0,,general cargo with container capacity
413906422,,Rong Jing 07,,CHN,,,2.9,64.0,,17.0,,general cargo with container capacity
413906423,,Feng Nian 26,,CHN,,,2.9,64.0,,17.0,,general cargo with container capacity
413480970,,Fang Zhou 21,,CHN,,,2.0,80.0,,16.0,,fully cellular containership
405000196,9763382,Shamayel,2016.0,BGD,2717.0,160.0,3.76,82.0,78.87,15.02,15.0,general cargo with container capacity
413987227,,Huai Hai Ji Yun,,CHN,,,,82.0,,19.0,,general cargo with container capacity
413480980,,Fang Zhou 23,,CHN,,,,,,,,general cargo with container capacity
525025101,9760330,Meratus Kahayan,2015.0,IDN,8180.0,558.0,5.2,120.0,115.0,22.0,21.8,fully cellular containership
244890901,9760407,Lady Anne Beau,2016.0,NLD,3700.0,12.0,4.91,88.0,84.98,,13.35,general cargo with container capacity
525003263,9763320,Icon Corintus,2015.0,IDN,2117.0,450.0,4.75,107.8,102.2,18.6,18.6,general cargo with container capacity
413555240,4320898,Jia Xing 66,,CHN,,,2.8,117.0,,22.0,,general cargo with container capacity
,9766487,Ghana,2014.0,PHL,1935.0,126.0,4.1,79.5,,17.0,16.8,fully cellular containership
548660300,9766475,Ecuador,2014.0,PHL,1935.0,126.0,4.1,79.5,,,16.8,general cargo with container capacity
305240000,9436953,ASC Lotti,2008.0,ATG,7733.0,532.0,7.15,122.46,115.15,,18.2,general cargo with container capacity
305372000,9436965,BBC Gdansk,2009.0,ATG,7787.0,532.0,7.15,122.38,115.08,18.2,18.2,general cargo with container capacity
,9766499,Freetown,2014.0,PHL,1935.0,126.0,4.1,80.0,,17.0,16.8,fully cellular containership
245953000,9466312,Aragonborg,2010.0,NLD,17294.0,962.0,9.69,143.0,132.0,21.79,21.5,general cargo with container capacity
246797000,9466324,Andesborg,2011.0,NLD,17294.0,959.0,9.69,143.0,132.0,,21.5,general cargo with container capacity
246263000,9466336,Amurborg,2011.0,NLD,17294.0,959.0,9.69,143.0,132.0,21.5,21.5,general cargo with container capacity
563281400,9767998,Vung Tau Express,2018.0,SGP,118962.0,10100.0,15.52,335.93,320.34,,48.2,fully cellular containership
563285900,9768007,Laem Chabang Express,2018.0,SGP,118960.0,10100.0,15.52,335.98,320.34,,48.2,fully cellular containership
246830000,9466348,Alamosborg,2011.0,NLD,17294.0,959.0,9.69,142.92,132.0,21.5,21.5,general cargo with container capacity
245299000,9466350,Atlanticborg,2012.0,NLD,17294.0,959.0,9.69,142.92,132.0,,21.5,general cargo with container capacity
246865000,9466362,Avonborg,2012.0,NLD,17294.0,959.0,9.69,142.92,132.0,,21.5,general cargo with container capacity
245634000,9466374,Alaskaborg,2012.0,NLD,17294.0,959.0,9.69,142.91,132.0,,21.5,general cargo with container capacity
414247000,9768760,Zhong Wai Yun Bo Hai,2017.0,CHN,54000.0,4000.0,12.5,210.0,206.6,,37.28,fully cellular containership
636017684,9767376,MSC Mirjam,2016.0,LBR,202376.0,19200.0,16.99,399.99,382.99,58.84,58.8,fully cellular containership
636017685,9767388,MSC Rifaya,2016.0,LBR,202338.0,19472.0,16.99,399.99,383.03,,58.8,fully cellular containership
636017686,9767390,MSC Leanne,2017.0,LBR,202461.0,19472.0,16.99,399.97,382.97,,58.8,fully cellular containership
636093198,9766047,San Vicente Express,2018.0,LBR,21700.0,1707.0,9.5,171.97,161.8,,27.39,fully cellular containership
413794489,1951517,Wan Shou Chun 1168,2014.0,CHN,,,,50.0,,6.0,,general cargo with container capacity
538007378,9769283,One Trust,2017.0,MHL,197059.0,20170.0,17.0,400.0,383.0,,58.8,fully cellular containership
249205000,9756107,CMA CGM Blue,2017.0,MLT,26871.0,2259.0,9.0,185.0,175.97,30.0,30.0,fully cellular containership
413454950,9760328,Fen Jin Yun Gang,2015.0,CHN,17812.0,1113.0,8.1,158.43,149.5,,22.6,fully cellular containership
431808000,9769300,One Tradition,2017.0,JPN,196126.0,20170.0,16.0,400.0,383.0,,58.8,fully cellular containership
249203000,9756092,CMA CGM White,2016.0,MLT,26974.0,2259.0,9.0,185.0,175.97,30.01,30.01,fully cellular containership
477588700,9766645,Caspian Harmony,2016.0,HKG,31671.0,1658.0,11.0,166.1,158.32,27.75,27.41,general cargo with container capacity
477137400,9766657,FU HAI,2016.0,HKG,31777.0,1444.0,11.0,166.02,158.32,27.73,27.39,general cargo with container capacity
431787000,9769295,One Tribute,2017.0,JPN,196384.0,20170.0,16.03,400.0,383.0,,58.8,fully cellular containership
538090625,9734214,LOA Harmony,2015.0,MHL,22918.0,1427.0,13.5,160.31,149.6,,24.7,general cargo with container capacity
538007360,9769271,ONE Triumph,2017.0,MHL,196878.0,20170.0,16.0,400.0,383.0,,58.8,fully cellular containership
413790852,,Yue Xiang 9,,CHN,,,,,,,,general cargo with container capacity
413827703,,CHANGHANGJIYUN,2014.0,CHN,,,,93.0,,16.0,,general cargo with container capacity
538090606,9765586,Ophelia,2018.0,MHL,21734.0,1700.0,9.5,171.92,161.8,,27.4,fully cellular containership
538090605,9765574,Olympia,2017.0,MHL,21778.0,1707.0,9.5,172.0,161.8,,27.4,fully cellular containership
636017768,9772230,KMTC Laem Chabang,2017.0,LBR,21682.0,1785.0,9.75,172.2,163.0,,27.5,fully cellular containership
563169900,9771652,Interasia Enhance,2017.0,SGP,37000.0,2782.0,8.5,185.99,176.99,,34.81,fully cellular containership
636017724,9772228,KMTC Bangkok,2016.0,LBR,21663.0,1800.0,9.75,172.2,163.0,,27.5,fully cellular containership
563169200,9771664,Interasia Engage,2018.0,SGP,37000.0,2782.0,8.5,186.0,177.0,,34.8,fully cellular containership
,7027722,Halcon del Mar,1970.0,UNK,2210.0,124.0,4.69,85.32,79.14,13.7,13.7,fully cellular containership
,7022239,Filippos,1970.0,PRY,2181.0,124.0,4.7,85.32,79.15,13.71,13.71,fully cellular containership
357210000,9773222,One Treasure,2018.0,PAN,189766.0,21582.0,16.0,400.0,384.4,,58.5,fully cellular containership
356984000,9773210,One Truth,2017.0,PAN,189766.0,20150.0,16.0,400.0,384.4,,58.8,fully cellular containership
677085500,7033161,A.C. Sandino,1971.0,TZA,2174.0,124.0,4.7,85.0,79.15,13.8,13.8,fully cellular containership
755002000,7822524,Plata Feeder,1979.0,PRY,2950.0,208.0,4.88,88.65,80.72,15.78,15.78,fully cellular containership
,7039622,Island Clipper,1970.0,UNK,2210.0,124.0,4.7,85.22,79.15,13.8,13.8,fully cellular containership
413906591,,Sui De Yang 258,,CHN,,,4.2,65.0,,18.0,,general cargo with container capacity
413906562,,Li Jing 2,,CHN,,,0.4,66.0,,18.0,,general cargo with container capacity
413906561,,Li Jing 1,,CHN,,,0.4,66.0,,18.0,,general cargo with container capacity
