mmsi,imo,vessel_name,year_of_build,flag,dwt,teu_capacity,draft,loa,lbp,breadth_extreme,breadth_moulded,vessel_type
305844000,9226188,Allora,2003.0,ATG,1780.0,45.0,3.44,81.9,78.65,11.4,11.3,general cargo with container capacity
563200400,9226035,Westwood Rainier,2002.0,SGP,44746.0,2046.0,12.52,199.79,190.88,31.01,31.0,general cargo with container capacity
563200200,9226047,Westwood Columbia,2002.0,SGP,44837.0,2048.0,12.52,199.77,190.91,31.07,31.01,general cargo with container capacity
563200100,9226059,Westwood Victoria,2003.0,SGP,44746.0,2048.0,11.5,199.84,190.9,31.07,31.0,general cargo with container capacity
563200300,9226061,Westwood Olympia,2004.0,SGP,44746.0,2046.0,11.5,199.9,191.0,31.07,31.0,general cargo with container capacity
273450880,9203710,SV Konstantin,2003.0,RUS,5376.0,209.0,3.98,139.6,97.7,16.2,16.2,general cargo with container capacity
,9203722,Mikhail Sidorenko,2010.0,RUS,4430.0,209.0,4.58,103.23,97.54,16.42,16.2,general cargo with container capacity
,9199385,Dream S,1998.0,LBR,4629.0,264.0,4.6,99.95,96.35,16.3,16.3,general cargo with container capacity
209726000,9199397,Sonoro,2000.0,CYP,4077.0,264.0,4.6,99.95,96.0,16.3,16.3,general cargo with container capacity
209730000,9199402,Optimar,2000.0,CYP,4276.0,264.0,4.6,99.95,96.0,16.3,16.3,general cargo with container capacity
314752000,9199414,Ozkan- 2,2000.0,BRB,4257.0,264.0,4.6,99.95,96.0,,16.3,general cargo with container capacity
255806427,9226360,Mayar,2000.0,PRT,9090.0,426.0,6.74,172.9,160.65,25.0,25.0,roll on roll off with container capacity
636092635,9226372,Maike D.,2000.0,LBR,7944.0,660.0,7.28,133.24,125.3,18.7,18.7,fully cellular containership
273399770,9226384,Ivan Kapralov,2000.0,RUS,9165.0,660.0,7.79,133.0,125.3,18.94,18.94,fully cellular containership
352002748,9226413,MSC Kuwait  III,2001.0,PAN,33715.0,2526.0,11.4,208.0,195.0,29.8,29.8,fully cellular containership
636024137,9226425,Artotina,2001.0,LBR,33987.0,2526.0,11.4,208.33,195.0,29.8,29.8,fully cellular containership
215179000,9226504,Teoman A.,2001.0,MLT,36256.0,2452.0,11.55,199.98,187.9,29.8,29.8,fully cellular containership
215421000,9226516,Cinzia A.,2001.0,MLT,36354.0,2452.0,11.55,199.98,187.9,29.8,29.8,fully cellular containership
273435060,8950902,Kotuy,1986.0,RUS,1957.0,72.0,3.35,86.36,82.95,12.22,12.22,general cargo with container capacity
305980000,9226712,Phantom,2000.0,ATG,4500.0,160.0,5.44,82.49,79.2,12.5,12.5,general cargo with container capacity
636017164,9226815,Arkadia,2001.0,LBR,20444.0,1520.0,10.85,170.15,159.2,24.8,24.8,fully cellular containership
305241000,9226762,Cemgulf,2001.0,ATG,4972.0,225.0,5.5,99.9,96.0,16.0,16.0,general cargo with container capacity
212491000,9226774,Dalsland,2001.0,CYP,5075.0,268.0,5.4,100.0,96.0,16.0,16.0,general cargo with container capacity
210350000,9226786,Dina,2002.0,CYP,4372.0,268.0,5.1,99.91,96.0,16.0,16.0,general cargo with container capacity
305371000,9226798,Feed Trondheim,2002.0,ATG,5121.0,268.0,5.5,99.91,95.97,16.2,16.0,general cargo with container capacity
210853000,9226803,Kurland,2002.0,CYP,5075.0,225.0,5.4,100.0,96.0,16.0,16.0,general cargo with container capacity
354340000,9226918,MSC Melissa,2002.0,PAN,85786.0,6730.0,14.5,303.89,292.0,40.0,40.0,fully cellular containership
352335000,9226920,MSC Marianna,2002.0,PAN,85806.0,6408.0,15.84,303.94,292.0,40.0,40.0,fully cellular containership
353775000,9226932,MSC Barbara,2002.0,PAN,85250.0,6408.0,14.5,293.42,292.0,40.0,40.0,fully cellular containership
636021776,9227015,Algeciras Express,2002.0,LBR,50789.0,4253.0,12.63,260.05,245.15,32.35,32.25,fully cellular containership
311001244,9227027,Sunny Phoenix,2002.0,BHS,50789.0,4253.0,12.63,259.8,244.8,32.35,32.26,fully cellular containership
311001345,9227039,Felixstowe,2002.0,BHS,50789.0,4253.0,12.6,259.8,244.8,32.35,32.25,fully cellular containership
244030593,9227259,Stena Forerunner,2003.0,NLD,12300.0,851.0,7.5,195.3,179.2,26.8,25.6,roll on roll off with container capacity
636016434,9227297,MSC Anisha R.,2002.0,LBR,53328.0,4112.0,13.8,281.03,268.0,32.2,32.2,fully cellular containership
636016435,9227302,MSC Katya R.,2002.0,LBR,53410.0,4112.0,13.8,281.0,268.0,32.2,32.2,fully cellular containership
636016436,9227314,MSC Zlata R.,2002.0,LBR,53452.0,4112.0,13.8,281.0,268.0,32.2,32.2,fully cellular containership
636016437,9227326,MSC Vidisha R.,2002.0,LBR,53462.0,4112.0,13.8,281.03,268.0,32.2,32.2,fully cellular containership
636016430,9227338,MSC Julia R.,2002.0,LBR,53081.0,4112.0,13.8,281.0,268.0,32.2,32.2,fully cellular containership
636016431,9227340,MSC Vaishnavi R.,2002.0,LBR,53171.0,4112.0,13.8,281.08,268.0,32.2,32.2,fully cellular containership
455456000,9217151,MSS Graphene,2002.0,MDV,10604.0,679.0,7.34,142.69,136.32,18.35,18.25,general cargo with container capacity
247039300,9227912,Grande Italia,2001.0,ITA,12594.0,880.0,7.5,176.0,165.0,31.1,31.1,roll on roll off with container capacity
247056200,9227924,Grande Spagna,2002.0,ITA,12589.0,880.0,8.75,176.0,165.0,31.1,31.1,roll on roll off with container capacity
574387000,9228289,Bien Dong Star,2000.0,VNM,9108.0,700.0,7.53,120.84,111.66,20.2,20.2,fully cellular containership
,9228538,Alor 2,2008.0,UNK,36003.0,2754.0,11.5,208.03,194.4,32.24,32.24,fully cellular containership
563183800,9228564,Lobivia,2001.0,SGP,30375.0,2078.0,11.6,188.09,175.6,30.0,30.0,fully cellular containership
636019841,9228576,MSC Nila II,2001.0,LBR,33507.0,2078.0,11.6,188.02,175.6,30.0,30.0,fully cellular containership
304251000,9228617,River Mas,2000.0,ATG,7481.0,506.0,7.72,119.8,112.0,20.0,20.0,general cargo with container capacity
671226100,9221322,Reliance II,1999.0,TGO,750.0,24.0,,50.0,,11.6,11.58,general cargo with container capacity
305922000,9229049,Kaileen,2001.0,ATG,6358.0,356.0,6.86,111.8,105.38,14.95,14.95,general cargo with container capacity
636017173,9229300,MSC Catherine VI,2001.0,LBR,78254.0,6578.0,14.0,299.8,285.0,40.0,40.0,fully cellular containership
636017306,9229312,MSC Leo VI,2002.0,LBR,77900.0,6578.0,14.0,299.8,285.0,40.0,40.0,fully cellular containership
636019760,9229324,GSL Christen,2002.0,LBR,83371.0,6178.0,14.5,299.85,285.0,40.0,40.0,fully cellular containership
636019759,9229336,Myny,2002.0,LBR,83325.0,6178.0,14.5,299.85,285.0,40.0,40.0,fully cellular containership
636019673,9229348,GSL Nicoletta,2002.0,LBR,83254.0,6178.0,14.5,299.85,285.0,40.0,40.0,fully cellular containership
304962000,9228930,Seeland,2001.0,ATG,3132.0,151.0,4.64,88.0,83.8,12.5,12.5,general cargo with container capacity
305848000,9229116,Aristo,2000.0,ATG,9682.0,528.0,7.79,132.2,124.59,15.87,15.87,general cargo with container capacity
244830834,9229075,Zijlborg,2001.0,NLD,7901.0,379.0,7.06,118.55,111.85,15.43,15.2,general cargo with container capacity
511101258,9229087,ASG Portofino,2002.0,PLW,7796.0,367.0,7.03,118.55,111.85,15.43,15.2,general cargo with container capacity
273386130,9228980,Arctica-1,2001.0,RUS,9521.0,604.0,7.54,134.5,127.85,16.5,16.5,general cargo with container capacity
314456000,9229128,Wilson Hobro,2001.0,BRB,4338.0,181.0,6.22,89.25,84.95,13.4,13.3,general cargo with container capacity
314455000,9229130,Wilson Holla,2002.0,BRB,4338.0,181.0,6.21,89.25,84.99,13.4,13.3,general cargo with container capacity
725019910,9232981,Copihue,2000.0,CHL,8672.0,698.0,7.34,132.38,125.5,19.4,19.4,fully cellular containership
352002865,9230206,Honrise,2001.0,PAN,23671.0,1658.0,9.5,198.04,184.0,28.0,28.0,fully cellular containership
630001235,9230218,Lepton,2001.0,GNB,23671.0,1658.0,9.5,198.04,184.0,28.0,28.0,fully cellular containership
630001194,9230220,Photon,2001.0,GNB,23635.0,1658.0,9.5,198.04,184.0,28.0,28.0,fully cellular containership
352003005,9230232,NZ Shanghai,2002.0,PAN,23629.0,1675.0,9.53,198.04,184.0,28.0,28.0,fully cellular containership
636093155,9229829,Dalian Express,2001.0,LBR,100006.0,7506.0,16.4,320.58,304.0,42.8,42.8,fully cellular containership
636093161,9229831,Yantian Express,2001.0,LBR,100003.0,7506.0,16.4,320.58,304.0,42.8,42.8,fully cellular containership
636093154,9229843,Ningbo Express,2002.0,LBR,100016.0,7506.0,16.4,320.58,304.0,42.8,42.8,fully cellular containership
636093170,9229855,Kiel Express,2002.0,LBR,100019.0,7506.0,16.4,320.58,304.0,43.0,42.8,fully cellular containership
371793000,9229609,A Houou,2001.0,PAN,16742.0,1078.0,8.82,154.0,145.0,25.0,25.0,fully cellular containership
353666000,9230488,MSC Michaela,2002.0,PAN,85797.0,6730.0,15.84,303.93,292.0,40.0,40.0,fully cellular containership
352140000,9230490,MSC Loretta,2002.0,PAN,85250.0,6408.0,15.84,303.92,292.0,40.0,40.0,fully cellular containership
636022007,9230311,Suez Canal,2002.0,LBR,71359.0,5610.0,14.02,284.6,271.27,40.0,40.0,fully cellular containership
338566000,9232979,Kamokuiki,2000.0,USA,8244.0,707.0,7.34,132.23,125.5,19.4,19.4,fully cellular containership
677034400,8952857,Golden Star 1,1995.0,TZA,2444.0,216.0,3.13,67.06,64.37,18.29,18.29,general cargo with container capacity
636020978,9230775,MSC Trader II,2001.0,LBR,22968.0,1730.0,9.89,184.04,171.87,25.3,25.3,fully cellular containership
352006314,9230787,Greta Star,2001.0,PAN,22967.0,1730.0,9.89,184.04,171.87,25.3,25.3,fully cellular containership
304011029,9234317,Delia,2000.0,ATG,2437.0,124.0,4.49,89.6,84.6,11.65,11.65,general cargo with container capacity
,8994049,Bin Dong Shan,1981.0,CHN,,,,,,,,fully cellular containership
667001317,8961509,Hai Lan,1999.0,SLE,2271.0,150.0,4.1,82.42,75.6,13.6,13.6,general cargo with container capacity
,8954635,Xing Hua Hai 1,1988.0,UNK,,,5.0,97.0,,16.0,,fully cellular containership
230341000,7226952,Fjardvagen,1972.0,FIN,2566.0,200.0,4.93,108.3,100.0,20.4,20.4,roll on roll off with container capacity
636021596,9231119,MSC Madison II,2002.0,LBR,30396.0,1678.0,11.2,192.92,182.0,27.8,27.8,general cargo with container capacity
352004791,9231133,CStar Voyager,2003.0,PAN,30320.0,1824.0,11.2,192.89,182.0,27.8,27.8,general cargo with container capacity
538010311,9231145,Atlantic Navigator II,2003.0,MHL,30346.0,1471.0,11.2,192.89,192.89,27.8,27.8,general cargo with container capacity
636025342,9231092,MSC Cedar II,2001.0,LBR,30537.0,1471.0,11.2,192.9,182.0,27.8,27.8,general cargo with container capacity
636020157,9231157,Zebra,2001.0,LBR,34622.0,2678.0,11.5,210.0,198.95,30.1,30.1,fully cellular containership
636013898,9231482,Evridiki G,2001.0,LBR,34654.0,2550.0,11.5,210.07,199.0,30.2,30.2,fully cellular containership
538007209,9231494,EM Corfu,2001.0,MHL,34649.0,2530.0,11.5,210.09,199.0,30.2,30.2,fully cellular containership
636020775,9231236,GSL Maria,2001.0,LBR,68025.0,5762.0,14.39,277.22,263.16,40.04,40.0,fully cellular containership
255806005,9231248,MSC India,2002.0,PRT,68025.0,5762.0,16.18,277.0,263.0,40.04,40.0,fully cellular containership
636018240,9231250,MSC Denmark VI,2002.0,LBR,67935.0,5762.0,16.18,277.0,263.0,40.04,40.0,fully cellular containership
636018242,9231262,MSC Sweden VI,2002.0,LBR,68025.0,5762.0,16.18,277.22,263.0,40.04,40.0,fully cellular containership
257328000,9254642,Star Juventas,2004.0,NIS,44837.0,2074.0,12.02,198.0,187.0,31.06,31.0,general cargo with container capacity
257329000,9254654,Star Japan,2004.0,NIS,44807.0,2074.0,12.02,198.0,187.0,31.0,31.0,general cargo with container capacity
305299000,9231834,Bjorg,2001.0,ATG,11386.0,868.0,8.7,134.44,124.41,22.5,22.5,fully cellular containership
305287000,9231846,Neuenfelde,2000.0,ATG,11390.0,868.0,8.7,134.42,124.41,22.5,22.5,fully cellular containership
636015496,9231779,MSC Mexico V,2002.0,LBR,71025.0,4800.0,13.5,294.12,283.2,32.2,32.2,fully cellular containership
428002000,9231808,Zim Virginia,2002.0,ISR,66685.0,4800.0,12.0,294.1,283.2,32.2,32.2,fully cellular containership
636021161,9231810,MSC Hong Kong V,2002.0,LBR,70829.0,4800.0,12.0,294.1,283.2,32.2,32.2,fully cellular containership
636021160,9231822,MSC Shanghai V,2002.0,LBR,66685.0,4800.0,12.0,294.1,283.2,32.2,32.2,fully cellular containership
352003480,9232113,MSC Tia V,2002.0,PAN,58768.0,4367.0,12.0,282.14,266.0,,32.2,fully cellular containership
249408000,9232199,Natalie Brook,2001.0,MLT,12998.0,568.0,8.55,127.31,119.7,21.2,21.2,general cargo with container capacity
255803960,9232204,Dominica,2001.0,PMD,13022.0,568.0,8.55,127.33,119.7,21.2,21.19,general cargo with container capacity
352001244,9232395,MSC Flosta III,2002.0,PAN,33739.0,2474.0,11.4,207.4,195.4,29.8,29.8,fully cellular containership
352990799,9232400,SPIL Nita,2002.0,PAN,33742.0,2474.0,11.39,207.2,195.4,29.8,29.8,fully cellular containership
352986168,9232412,Spil Nisaka,2002.0,PAN,33750.0,2474.0,11.42,207.42,195.4,29.8,29.8,fully cellular containership
369701000,9232278,Midnight Sun,2003.0,USA,24916.0,600.0,8.99,255.73,241.48,35.97,35.97,roll on roll off with container capacity
369285000,9232280,North Star,2003.0,USA,24788.0,600.0,8.99,255.73,241.48,35.97,35.97,roll on roll off with container capacity
,7227059,Run Zhou,1972.0,UNK,9585.0,180.0,7.86,126.0,117.8,18.4,18.4,general cargo with container capacity
636021597,9232761,MSC Colette III,2002.0,LBR,39216.0,2732.0,13.68,210.9,196.0,32.26,32.26,fully cellular containership
636017570,9235610,MSC Vera F,2003.0,LBR,12895.0,1150.0,8.31,146.45,139.0,22.7,22.7,general cargo with container capacity
636017534,9235608,MSC Juanita F,2003.0,LBR,12895.0,1102.0,8.31,146.45,139.0,22.7,22.7,fully cellular containership
310823000,9232565,Liverpool Express,2002.0,BMU,54155.0,4115.0,12.5,281.0,269.86,32.2,32.2,fully cellular containership
310825000,9232577,Dublin Express,2002.0,BMU,54157.0,4115.0,12.5,281.0,269.96,32.23,32.2,fully cellular containership
310826000,9232589,Glasgow Express,2002.0,BMU,54155.0,4115.0,12.5,281.0,269.86,32.2,32.2,fully cellular containership
311259000,9232802,Cedar Arrow,2001.0,BHS,47817.0,1550.0,12.8,190.0,181.8,31.03,31.0,general cargo with container capacity
311288000,9232814,Spruce Arrow,2002.0,BHS,47792.0,1550.0,12.8,190.0,181.8,31.03,31.0,general cargo with container capacity
636018204,9232773,MSC Giada III,2002.0,LBR,39307.0,2732.0,12.02,210.93,196.0,32.26,32.26,fully cellular containership
636018026,9232632,MSC Alice II,2003.0,LBR,22900.0,1728.0,9.85,184.7,171.94,25.33,25.3,fully cellular containership
636020902,9232644,MSC Nikoleta II,2002.0,LBR,22968.0,1728.0,9.89,184.1,171.94,25.3,25.3,fully cellular containership
636017244,9232656,MSC Katalin II,2002.0,LBR,23189.0,1728.0,9.85,184.1,171.94,25.3,25.3,fully cellular containership
275497000,9232486,Eurica,2001.0,LVA,1680.0,72.0,3.85,79.99,78.8,10.4,10.4,general cargo with container capacity
376205000,9232498,Amadeus,2001.0,VCT,2033.0,72.0,3.85,79.99,78.8,10.4,10.4,general cargo with container capacity
440642000,9248227,Panstar Genie,2001.0,KOR,4000.0,200.0,6.42,161.15,150.0,24.0,24.0,roll on roll off with container capacity
441246000,9251016,Panstar Genie No.2,2001.0,KOR,4000.0,200.0,6.42,161.15,150.0,24.0,24.0,roll on roll off with container capacity
352002986,9233648,Abrao Cochin,2002.0,PAN,23623.0,1572.0,9.53,198.04,184.0,28.0,28.0,fully cellular containership
636025359,9233636,MSC Ocean II,2002.0,LBR,23648.0,1572.0,9.53,198.04,184.0,28.0,28.0,fully cellular containership
636019395,9232890,MSC England,2001.0,LBR,51020.0,4132.0,12.52,257.89,246.5,32.35,32.25,fully cellular containership
413050000,9234331,Xin Da Lian,2003.0,CHN,69023.0,5668.0,14.0,279.6,265.8,40.3,40.3,fully cellular containership
413053000,9234343,Xin Tian Jin,2003.0,CHN,69023.0,5668.0,14.0,279.9,265.8,40.3,40.3,fully cellular containership
413058000,9234355,Xin Lian Yun Gang,2003.0,CHN,68944.0,5668.0,14.0,279.9,265.8,40.3,40.3,fully cellular containership
413064000,9234367,Xin Yan Tian,2004.0,CHN,68961.0,5668.0,14.0,279.9,265.8,40.3,40.3,fully cellular containership
563266000,9234109,APL Cairo,2001.0,SGP,34133.0,2468.0,11.4,207.4,195.4,29.8,29.8,fully cellular containership
636016106,9247546,Ensenada,2001.0,LBR,67170.0,5576.0,14.02,278.94,262.0,40.0,40.0,fully cellular containership
563498000,9234111,APL Jeddah,2001.0,SGP,34183.0,2468.0,10.4,207.4,195.4,29.88,29.8,fully cellular containership
564619000,9234123,APL Pusan,2002.0,SGP,34122.0,2470.0,11.4,207.4,195.4,29.8,29.8,fully cellular containership
563193300,9234135,CMA CGM Guarani,2002.0,SGP,34133.0,2470.0,11.4,207.4,195.4,29.8,29.8,fully cellular containership
636014590,9247560,MSC Folegandros VI,2001.0,LBR,67170.0,5576.0,14.02,278.94,262.0,40.0,40.0,fully cellular containership
548704200,9197557,Meridian Cinco,2001.0,PHL,5018.0,389.0,6.4,101.17,94.0,18.4,16.4,general cargo with container capacity
636015930,9233832,Qingdao Tower,2003.0,LBR,50813.0,4051.0,12.6,260.05,244.8,32.25,32.25,fully cellular containership
636015873,9233844,Nagoya Tower,2003.0,LBR,50841.0,4051.0,12.6,260.05,244.8,32.25,32.25,fully cellular containership
636020886,9233856,Holsatia,2003.0,LBR,50790.0,4253.0,12.6,260.05,244.8,32.25,32.25,fully cellular containership
312479000,9234422,Greta,2001.0,BLZ,3820.0,340.0,4.87,100.8,92.9,15.85,15.85,fully cellular containership
244820000,9234434,Bermuda Islander,2001.0,NLD,3820.0,340.0,4.87,99.98,92.9,15.85,15.85,fully cellular containership
246029000,9234276,Victoriaborg,2001.0,NLD,9826.0,552.0,8.07,132.23,124.59,15.87,15.87,general cargo with container capacity
245864000,9234288,Kwintebank,2002.0,NLD,9857.0,552.0,7.75,132.23,123.84,15.87,15.87,general cargo with container capacity
244632000,9234290,Virginiaborg,2001.0,NLD,9846.0,552.0,8.07,132.2,124.56,15.87,15.87,general cargo with container capacity
373080000,9234379,He Sheng,2002.0,PAN,12895.0,1100.0,8.31,146.45,139.0,22.7,22.7,fully cellular containership
304011028,9234305,Nestor,2000.0,ATG,2500.0,124.0,4.49,89.6,84.6,11.65,11.65,general cargo with container capacity
636022467,8955586,Apache,1991.0,LBR,5172.0,238.0,3.62,139.1,135.0,16.7,16.7,general cargo with container capacity
304080000,9234989,Aurora,2001.0,ATG,11384.0,868.0,8.7,134.44,124.41,22.5,22.5,fully cellular containership
352006980,9234991,Queen Nm,2001.0,PAN,11385.0,868.0,8.7,134.53,125.08,22.5,22.5,fully cellular containership
351473000,9235050,MSC Alyssa,2001.0,PAN,61487.0,4056.0,13.0,273.78,258.2,32.2,32.2,fully cellular containership
311744000,9235141,Poplar Arrow,2005.0,BHS,48000.0,1550.0,12.82,189.77,181.76,31.0,31.0,general cargo with container capacity
636018046,9235359,Lila Mombasa,2003.0,LBR,30530.0,1842.0,11.22,192.87,182.0,27.8,27.8,general cargo with container capacity
263442614,9235361,Maria Francisca,2004.0,PRT,30320.0,1842.0,11.2,192.95,192.2,27.8,27.8,general cargo with container capacity
304373000,9235385,Janina,2002.0,ATG,8126.0,677.0,6.86,123.11,114.5,20.4,20.4,fully cellular containership
636016943,9235402,MSC Radiant III,2001.0,LBR,33836.0,2456.0,11.4,208.0,196.0,30.0,29.8,fully cellular containership
477195100,9235531,Maersk Virginia,2002.0,HKG,65433.0,4663.0,21.7,292.07,277.48,32.25,32.25,fully cellular containership
563076200,9235543,Maersk Gateshead,2002.0,SGP,65479.0,4663.0,21.7,292.07,277.48,32.25,32.25,fully cellular containership
563076300,9235555,Maersk Gironde,2002.0,SGP,65461.0,4663.0,13.52,292.08,277.48,32.25,32.25,fully cellular containership
563078400,9235567,Maersk Gairloch,2003.0,SGP,65364.0,4663.0,21.7,292.07,277.48,32.25,32.25,fully cellular containership
563077400,9235579,Maersk Garonne,2003.0,SGP,65490.0,4663.0,21.7,292.08,277.48,32.25,32.25,fully cellular containership
636018071,9235581,MSC Aditi,2002.0,LBR,39418.0,2824.0,16.8,222.17,210.0,30.0,30.0,fully cellular containership
441702000,9235593,KMTC Qingdao,2003.0,KOR,39382.0,2824.0,12.02,222.16,222.14,30.0,30.0,fully cellular containership
355717000,9235488,Esen,2000.0,PAN,8959.0,562.0,7.39,129.45,123.08,15.85,15.85,general cargo with container capacity
352004485,9235490,Ebru,2000.0,PAN,9623.0,564.0,7.39,129.45,121.49,15.85,15.85,general cargo with container capacity
314001134,9235505,Elisa,2001.0,BRB,4850.0,183.0,6.36,89.75,84.98,13.6,13.6,general cargo with container capacity
636014968,9236535,Marianetta,2003.0,LBR,65065.0,4444.0,14.07,286.27,271.2,32.27,32.2,fully cellular containership
538010307,9235983,Atlantic Project II,2002.0,MHL,30312.0,1888.0,11.2,192.9,192.2,27.8,27.8,general cargo with container capacity
636091785,9235816,Buxlink,2002.0,LBR,33817.0,2468.0,11.4,207.3,195.4,29.8,29.8,fully cellular containership
352002466,9235828,Euphoria,2002.0,PAN,33807.0,2478.0,11.4,207.3,195.4,29.8,29.8,fully cellular containership
636016432,9244881,MSC Arushi R.,2002.0,LBR,53115.0,4112.0,13.8,281.0,268.0,32.2,32.2,fully cellular containership
419001574,9236042,SM Kaveri,2003.0,IND,35971.0,2670.0,11.5,207.98,194.4,32.24,32.24,fully cellular containership
355776000,9236212,MSC Makoto II,2002.0,PAN,23493.0,1740.0,10.91,175.49,165.0,27.4,27.4,fully cellular containership
533170578,9236341,Harbour Neptune,2000.0,MYS,17946.0,710.0,9.07,161.85,150.0,25.6,25.6,fully cellular containership
636020440,9236585,MSC Kanu F,2001.0,LBR,18409.0,1129.0,10.2,158.8,145.0,24.0,24.0,fully cellular containership
563157600,9236597,Atlantic North,2002.0,SGP,18400.0,1129.0,10.2,158.75,145.0,24.0,24.0,fully cellular containership
,9236511,SM Mahi,2002.0,TUR,35765.0,2670.0,1.6,207.99,27.1,32.24,7.94,fully cellular containership
636020663,9236262,SC Phoenix,2001.0,LBR,12457.0,1155.0,7.8,149.0,137.9,22.7,22.7,fully cellular containership
636020662,9236274,MSC Potomac F,2002.0,LBR,12457.0,1155.0,7.8,149.0,137.9,22.7,22.7,fully cellular containership
622110051,9236286,Pan GG,2002.0,EGY,12562.0,1155.0,7.7,148.53,136.8,22.7,22.7,fully cellular containership
273140600,7324766,Khasan,1973.0,RUS,5657.0,138.0,6.92,117.0,109.07,16.64,16.64,general cargo with container capacity
,9236652,ENZO 2,2021.0,UNK,35976.0,3091.0,11.55,199.98,187.9,32.26,29.8,fully cellular containership
258809000,9238404,Hagland Saga,2003.0,NIS,4530.0,138.0,6.18,89.99,84.98,14.0,14.0,general cargo with container capacity
212673000,9238399,Rix Venture,2002.0,CYP,5005.0,138.0,6.29,89.99,84.98,14.0,14.0,general cargo with container capacity
275523000,9238387,Aldebaran,2001.0,LVA,3155.0,154.0,4.64,87.99,84.98,12.5,12.5,general cargo with container capacity
255805922,9236688,MSC Elbe III,2001.0,PRT,36320.0,2524.0,11.4,208.31,195.0,29.8,29.8,fully cellular containership
255805923,9236690,MSC Weser,2001.0,PMD,36320.0,2524.0,11.4,208.16,197.19,29.8,29.8,fully cellular containership
,5020859,Paulemose R.,1954.0,GUY,1504.0,65.0,4.2,84.0,,11.9,11.89,general cargo with container capacity
636016433,9238739,MSC Vidhi,2001.0,LBR,67796.0,5762.0,16.18,277.3,263.0,40.0,40.0,fully cellular containership
636016429,9238741,MSC Margarita,2002.0,LBR,67644.0,5762.0,16.18,277.24,263.0,40.0,40.0,fully cellular containership
636019868,9222297,CMA CGM Berlioz,2001.0,LBR,80250.0,6627.0,14.27,298.51,282.5,40.3,40.3,fully cellular containership
636014644,9222302,MSC Petra,2001.0,LBR,87837.0,6627.0,14.27,299.95,282.5,40.3,40.3,fully cellular containership
255806247,9237010,Silva,2001.0,PMD,5464.0,210.0,5.2,99.95,96.6,16.5,16.5,general cargo with container capacity
255806245,9237022,Lettland,2001.0,PMD,5464.0,210.0,5.49,99.95,96.6,16.5,16.5,general cargo with container capacity
255806246,9237034,Livland,2001.0,PMD,5464.0,210.0,5.2,99.95,96.0,16.5,16.5,general cargo with container capacity
,9237084,Zyra,2002.0,UNK,34026.0,2300.0,11.51,196.72,187.08,30.2,30.2,fully cellular containership
636023600,9237096,TB Quanzhou,2002.0,LBR,34026.0,2495.0,11.51,196.72,187.08,30.2,30.2,fully cellular containership
372491000,9237151,MSC Donata,2002.0,PAN,52806.0,4132.0,12.65,257.88,246.0,32.25,32.25,fully cellular containership
,9237058,Yard No.8184/23 Gdynia,2009.0,UNK,39300.0,,,,,,,fully cellular containership
636022809,9237149,Akhisar,2001.0,LBR,8081.0,596.0,7.47,116.7,105.47,18.4,18.4,fully cellular containership
249427000,9237369,Mel Spirit,2001.0,MLT,11382.0,868.0,8.7,134.61,124.41,22.5,22.5,fully cellular containership
209177000,9237371,WEC Vermeer,2001.0,CYP,12752.0,868.0,8.71,134.4,125.08,22.5,22.5,fully cellular containership
422756000,9237292,Sepano,2000.0,IRN,6239.0,140.0,4.68,140.0,133.95,16.56,16.4,general cargo with container capacity
667002352,9237486,Fesco Dalnegorsk,2004.0,SLE,41748.0,3091.0,10.5,220.0,210.0,32.31,32.24,fully cellular containership
636022812,9237498,MSC Lipsia III,2004.0,LBR,45573.0,3091.0,18.7,221.69,210.2,32.26,32.24,fully cellular containership
667002350,9237503,Fesco Sofia,2004.0,SLE,41792.0,3091.0,12.17,220.43,210.0,32.3,32.24,fully cellular containership
341858001,9237931,Limousine Express,2000.0,KNA,5630.0,520.0,7.0,99.94,95.9,18.8,18.8,general cargo with container capacity
271000647,9238064,Daniel A,2001.0,TUR,17254.0,1221.0,9.0,155.6,147.44,24.5,24.5,fully cellular containership
215424000,9238076,Onur G A,2001.0,MLT,17263.0,1221.0,9.18,155.6,147.44,24.5,24.5,fully cellular containership
,9238088,Palermo,2001.0,ATG,7054.0,487.0,7.25,117.97,111.22,19.7,19.4,general cargo with container capacity
405000257,9237876,Shejyoti,2001.0,BGD,5408.0,383.0,6.55,91.66,84.23,17.0,17.0,general cargo with container capacity
352003254,9238155,An Hai,2001.0,PAN,30250.0,2495.0,10.9,199.9,188.0,32.2,32.2,fully cellular containership
564440000,9238167,Interasia Motivation,2002.0,SGP,30234.0,2495.0,10.9,199.9,188.0,32.2,32.2,fully cellular containership
341310002,9238179,Muon,2002.0,KNA,30240.0,2495.0,10.9,199.9,188.0,32.2,32.2,fully cellular containership
352003552,9238181,Xiang Yu,2002.0,PAN,30246.0,2496.0,10.9,199.9,188.0,32.2,32.2,fully cellular containership
636022977,9238686,Lila Haren,2002.0,LBR,16794.0,1180.0,9.5,161.1,149.6,25.0,25.0,fully cellular containership
352003810,9238698,Marsa Zenith,2003.0,PAN,16824.0,1180.0,9.5,161.1,152.63,25.0,25.0,fully cellular containership
440607000,9238820,MPV Urania,2003.0,KOR,30018.0,1880.0,11.21,192.99,179.97,27.8,27.8,general cargo with container capacity
